kepid,kepoi_name,kepler_name,koi_period,koi_time0bk,duration(days),koi_ldm_coeff2,koi_ldm_coeff1,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,FeH,FeH_err1,FeH_err2,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
6948054,K00869.03,Kepler-245 c,17.46087931,137.26594,0.09434,0.153,0.5684,4,5103,101,-101,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
6948054,K00869.02,Kepler-245 d,36.2761238,201.2869,0.19944,0.153,0.5684,2,5103,101,-101,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
6948054,K00869.04,Kepler-245 e,3.219814777,133.00406,0.08601,0.153,0.5684,3,5103,101,-101,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
7134976,K00874.01,Kepler-246 b,4.601811819,169.98108,0.09420,0.1451,0.582,1,4986,82,-82,4.496,0.08,-0.025,0.16,0.15,-0.15,0.833,0.032,-0.064,0.793,0.05,-0.029,296.48343,42.663429,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038
7134976,K00874.02,Kepler-246 c,11.18719905,137.17814,0.13550,0.1451,0.582,2,4986,82,-82,4.496,0.08,-0.025,0.16,0.15,-0.15,0.833,0.032,-0.064,0.793,0.05,-0.029,296.48343,42.663429,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038
7434875,K00884.03,Kepler-247 b,3.336123113,135.31623,0.08173,0.1451,0.582,3,5097,152,-152,4.597,0.025,-0.085,0.21,0.2,-0.35,0.779,0.093,-0.053,0.891,0.039,-0.097,288.64252,43.039291,15.067,15.794,14.99,14.755,14.63,13.597,13.178,13.051
7434875,K00884.01,Kepler-247 c,9.439459486,177.186096,0.12075,0.1451,0.582,1,5097,152,-152,4.597,0.025,-0.085,0.21,0.2,-0.35,0.779,0.093,-0.053,0.891,0.039,-0.097,288.64252,43.039291,15.067,15.794,14.99,14.755,14.63,13.597,13.178,13.051
7434875,K00884.02,Kepler-247 d,20.47748843,178.66786,0.11818,0.1451,0.582,2,5097,152,-152,4.597,0.025,-0.085,0.21,0.2,-0.35,0.779,0.093,-0.053,0.891,0.039,-0.097,288.64252,43.039291,15.067,15.794,14.99,14.755,14.63,13.597,13.178,13.051
7825899,K00896.02,Kepler-248 b,6.308201629,174.047661,0.12410,0.1828,0.5324,2,5191,103,-103,4.564,0.016,-0.088,0.34,0.1,-0.15,0.837,0.078,-0.03,0.937,0.024,-0.062,293.0614,43.58136,15.258,15.919,15.187,14.974,14.868,13.911,13.442,13.357
7825899,K00896.01,Kepler-248 c,16.23947096,175.569907,0.16823,0.1828,0.5324,1,5191,103,-103,4.564,0.016,-0.088,0.34,0.1,-0.15,0.837,0.078,-0.03,0.937,0.024,-0.062,293.0614,43.58136,15.258,15.919,15.187,14.974,14.868,13.911,13.442,13.357
7907423,K00899.02,Kepler-249 b,3.306551643,134.37211,0.07574,0.366,0.3573,2,3561,71,-89,4.855,0.055,-0.055,0,0.15,-0.15,0.411,0.045,-0.06,0.44,0.041,-0.076,296.98505,43.65852,15.234,16.847,15.445,14.543,14.057,12.836,12.15,11.966
7907423,K00899.01,Kepler-249 c,7.11373257,174.32351,0.09068,0.366,0.3573,1,3561,71,-89,4.855,0.055,-0.055,0,0.15,-0.15,0.411,0.045,-0.06,0.44,0.041,-0.076,296.98505,43.65852,15.234,16.847,15.445,14.543,14.057,12.836,12.15,11.966
7907423,K00899.03,Kepler-249 d,15.36845737,147.38965,0.10298,0.366,0.3573,3,3561,71,-89,4.855,0.055,-0.055,0,0.15,-0.15,0.411,0.045,-0.06,0.44,0.041,-0.076,296.98505,43.65852,15.234,16.847,15.445,14.543,14.057,12.836,12.15,11.966
4349452,K00244.02,Kepler-25 b,6.238535444,171.706325,0.14690,0.302,0.319,2,6267,81,-75,4.28,0.033,-0.03,-0.06,0.15,-0.1,1.258,0.072,-0.059,1.097,0.093,-0.059,286.6384,39.487881,10.734,11.293,10.778,,,9.764,9.532,9.493
4349452,K00244.01,Kepler-25 c,12.72037026,178.528297,0.11378,0.302,0.319,1,6267,81,-75,4.28,0.033,-0.03,-0.06,0.15,-0.1,1.258,0.072,-0.059,1.097,0.093,-0.059,286.6384,39.487881,10.734,11.293,10.778,,,9.764,9.532,9.493
8226994,K00906.03,Kepler-250 b,4.14810719,133.3881,0.10563,0.1496,0.5746,3,5029,83,-75,4.494,0.077,-0.027,0.14,0.15,-0.15,0.838,0.033,-0.066,0.798,0.058,-0.026,289.59476,44.141949,15.46,16.173,15.329,15.155,14.994,14,13.504,13.483
8226994,K00906.01,Kepler-250 c,7.15681552,174.13511,0.10784,0.1496,0.5746,1,5029,83,-75,4.494,0.077,-0.027,0.14,0.15,-0.15,0.838,0.033,-0.066,0.798,0.058,-0.026,289.59476,44.141949,15.46,16.173,15.329,15.155,14.994,14,13.504,13.483
8226994,K00906.02,Kepler-250 d,17.64830851,133.54533,0.08697,0.1496,0.5746,2,5029,83,-75,4.494,0.077,-0.027,0.14,0.15,-0.15,0.838,0.033,-0.066,0.798,0.058,-0.026,289.59476,44.141949,15.46,16.173,15.329,15.155,14.994,14,13.504,13.483
8247638,K00907.03,Kepler-251 b,4.79090809,136.31106,0.10846,0.2434,0.4341,4,5527,111,-111,4.488,0.075,-0.075,-0.18,0.15,-0.15,0.866,0.089,-0.074,0.841,0.06,-0.043,296.56622,44.105862,15.223,15.783,15.187,14.983,14.89,13.96,13.596,13.632
8247638,K00907.01,Kepler-251 c,16.51410989,176.11686,0.17323,0.2434,0.4341,1,5527,111,-111,4.488,0.075,-0.075,-0.18,0.15,-0.15,0.866,0.089,-0.074,0.841,0.06,-0.043,296.56622,44.105862,15.223,15.783,15.187,14.983,14.89,13.96,13.596,13.632
8247638,K00907.02,Kepler-251 d,30.1329298,190.38336,0.21550,0.2434,0.4341,2,5527,111,-111,4.488,0.075,-0.075,-0.18,0.15,-0.15,0.866,0.089,-0.074,0.841,0.06,-0.043,296.56622,44.105862,15.223,15.783,15.187,14.983,14.89,13.96,13.596,13.632
8247638,K00907.04,Kepler-251 e,99.6415962,198.68664,0.18533,0.2434,0.4341,3,5527,111,-111,4.488,0.075,-0.075,-0.18,0.15,-0.15,0.866,0.089,-0.074,0.841,0.06,-0.043,296.56622,44.105862,15.223,15.783,15.187,14.983,14.89,13.96,13.596,13.632
8505670,K00912.02,Kepler-252 b,6.66833241,137.43988,0.07979,0.101,0.6443,2,4201,676,-416,4.682,0.088,-0.072,-0.2,0.15,-0.1,0.591,0.109,-0.109,0.609,0.124,-0.101,295.57935,44.545959,15.058,16.15,14.989,14.59,14.388,13.24,12.65,12.466
8505670,K00912.01,Kepler-252 c,10.8484518,171.80584,0.12497,0.101,0.6443,1,4201,676,-416,4.682,0.088,-0.072,-0.2,0.15,-0.1,0.591,0.109,-0.109,0.609,0.124,-0.101,295.57935,44.545959,15.058,16.15,14.989,14.59,14.388,13.24,12.65,12.466
8689373,K00921.03,Kepler-253 b,3.78402867,133.28133,0.07922,0.1959,0.5086,3,5196,155,-155,4.593,0.026,-0.097,0.04,0.25,-0.3,0.775,0.111,-0.056,0.869,0.064,-0.092,291.84198,44.858089,15.532,16.239,15.471,15.229,15.111,14.055,13.632,13.534
8689373,K00921.01,Kepler-253 c,10.28194593,175.33988,0.14319,0.1959,0.5086,2,5196,155,-155,4.593,0.026,-0.097,0.04,0.25,-0.3,0.775,0.111,-0.056,0.869,0.064,-0.092,291.84198,44.858089,15.532,16.239,15.471,15.229,15.111,14.055,13.632,13.534
8689373,K00921.02,Kepler-253 d,18.11993039,182.61535,0.17629,0.1959,0.5086,1,5196,155,-155,4.593,0.026,-0.097,0.04,0.25,-0.3,0.775,0.111,-0.056,0.869,0.064,-0.092,291.84198,44.858089,15.532,16.239,15.471,15.229,15.111,14.055,13.632,13.534
9334289,K00934.01,Kepler-254 b,5.826657508,173.011411,0.12160,0.224,0.4695,1,5561,75,-83,4.362,0.126,-0.103,0.16,0.15,-0.15,1.06,0.156,-0.127,0.943,0.062,-0.048,288.1647,45.816509,15.843,16.344,15.806,15.629,15.568,14.675,14.268,14.254
9334289,K00934.02,Kepler-254 c,12.41216347,142.54039,0.15579,0.224,0.4695,3,5561,75,-83,4.362,0.126,-0.103,0.16,0.15,-0.15,1.06,0.156,-0.127,0.943,0.062,-0.048,288.1647,45.816509,15.843,16.344,15.806,15.629,15.568,14.675,14.268,14.254
9334289,K00934.03,Kepler-254 d,18.74649011,147.13074,0.16229,0.224,0.4695,2,5561,75,-83,4.362,0.126,-0.103,0.16,0.15,-0.15,1.06,0.156,-0.127,0.943,0.062,-0.048,288.1647,45.816509,15.843,16.344,15.806,15.629,15.568,14.675,14.268,14.254
9415172,K00938.03,Kepler-255 b,5.71462396,132.63866,0.09733,0.186,0.5256,3,5344,80,-80,4.365,0.132,-0.096,0.16,0.15,-0.1,1.013,0.141,-0.141,0.867,0.064,-0.032,296.06424,45.976841,15.596,16.222,15.512,15.328,15.206,14.227,13.854,13.689
9415172,K00938.01,Kepler-255 c,9.94602357,171.70192,0.14109,0.186,0.5256,1,5344,80,-80,4.365,0.132,-0.096,0.16,0.15,-0.1,1.013,0.141,-0.141,0.867,0.064,-0.032,296.06424,45.976841,15.596,16.222,15.512,15.328,15.206,14.227,13.854,13.689
9415172,K00938.02,Kepler-255 d,1.04562195,133.91912,0.07898,0.186,0.5256,2,5344,80,-80,4.365,0.132,-0.096,0.16,0.15,-0.1,1.013,0.141,-0.141,0.867,0.064,-0.032,296.06424,45.976841,15.596,16.222,15.512,15.328,15.206,14.227,13.854,13.689
9466668,K00939.03,Kepler-256 b,1.620467654,132.06388,0.09120,0.2286,0.4641,3,5553,111,0,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424
9466668,K00939.01,Kepler-256 c,3.388012244,170.5336,0.11187,0.2286,0.4641,1,5553,111,,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424
9466668,K00939.02,Kepler-256 d,5.83909761,132.09261,0.13298,0.2286,0.4641,2,5553,111,0,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424
9466668,K00939.04,Kepler-256 e,10.6816951,131.55082,0.15021,0.2286,0.4641,4,5553,111,0,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424
9480189,K00941.02,Kepler-257 b,2.382652873,170.66626,0.07870,0.1828,0.5324,3,5188,171,-155,4.4,0.14,-0.26,0.32,0.15,-0.25,0.973,0.333,-0.154,0.868,0.073,-0.06,297.31598,46.023258,15.471,16.26,15.398,15.133,14.977,13.916,13.448,13.372
9480189,K00941.01,Kepler-257 c,6.581477136,174.787814,0.12873,0.1828,0.5324,1,5188,171,-155,4.4,0.14,-0.26,0.32,0.15,-0.25,0.973,0.333,-0.154,0.868,0.073,-0.06,297.31598,46.023258,15.471,16.26,15.398,15.133,14.977,13.916,13.448,13.372
9480189,K00941.03,Kepler-257 d,24.66461416,189.02031,0.11908,0.1828,0.5324,2,5188,171,-155,4.4,0.14,-0.26,0.32,0.15,-0.25,0.973,0.333,-0.154,0.868,0.073,-0.06,297.31598,46.023258,15.471,16.26,15.398,15.133,14.977,13.916,13.448,13.372
9775938,K00951.01,Kepler-258 b,13.19720694,171.545479,0.14530,0.1324,0.6039,1,4954,148,-148,4.462,0.102,-0.578,0.44,0.05,-0.3,0.885,1.019,-0.127,0.827,0.057,-0.047,294.06848,46.57933,15.223,16.1,15.148,14.847,14.677,13.556,13.086,12.956
9775938,K00951.02,Kepler-258 c,33.6528474,147.8025,0.16507,0.1324,0.6039,2,4954,148,-148,4.462,0.102,-0.578,0.44,0.05,-0.3,0.885,1.019,-0.127,0.827,0.057,-0.047,294.06848,46.57933,15.223,16.1,15.148,14.847,14.677,13.556,13.086,12.956
9823457,K00954.01,Kepler-259 b,8.11528727,174.52257,0.13379,0.2916,0.3447,1,5926,160,-178,4.532,0.036,-0.204,-0.2,0.3,-0.3,0.887,0.259,-0.086,0.978,0.119,-0.119,288.21194,46.615002,15.219,15.698,15.162,15.013,14.931,14.009,13.673,13.555
9823457,K00954.02,Kepler-259 c,36.9250409,174.22246,0.20575,0.2916,0.3447,2,5926,160,-178,4.532,0.036,-0.204,-0.2,0.3,-0.3,0.887,0.259,-0.086,0.978,0.119,-0.119,288.21194,46.615002,15.219,15.698,15.162,15.013,14.931,14.009,13.673,13.555
9757613,K00250.01,Kepler-26 b,12.28299829,170.39809,0.11290,0.2238,0.5081,1,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63
9757613,K00250.02,Kepler-26 c,17.25121397,149.886479,0.08488,0.2238,0.5081,2,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63
9757613,K00250.03,Kepler-26 d,3.543919702,136.26075,0.07799,0.2238,0.5081,4,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63
9757613,K00250.04,Kepler-26 e,46.82767725,136.74468,0.07930,0.2238,0.5081,3,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63
2854698,K00986.01,Kepler-260 b,8.18739443,260.86931,0.12697,0.1959,0.5086,1,5251,105,-105,4.494,0.072,-0.048,0,0.15,-0.15,0.849,0.056,-0.063,0.821,0.057,-0.036,291.92596,38.014118,14.138,14.675,14.07,13.908,13.86,12.9,12.54,12.494
2854698,K00986.02,Kepler-260 c,76.0498163,161.71445,0.29825,0.1959,0.5086,2,5251,105,-105,4.494,0.072,-0.048,0,0.15,-0.15,0.849,0.056,-0.063,0.821,0.057,-0.036,291.92596,38.014118,14.138,14.675,14.07,13.908,13.86,12.9,12.54,12.494
2302548,K00988.01,Kepler-261 b,10.38122447,268.02421,0.11313,0.153,0.5684,1,5095,101,-101,4.566,0.032,-0.052,0.02,0.15,-0.15,0.78,0.055,-0.035,0.816,0.047,-0.041,291.36478,37.609169,13.562,14.271,13.495,13.259,13.118,12.127,11.672,11.585
2302548,K00988.02,Kepler-261 c,24.5709023,135.87209,0.14946,0.153,0.5684,2,5095,101,-101,4.566,0.032,-0.052,0.02,0.15,-0.15,0.78,0.055,-0.035,0.816,0.047,-0.041,291.36478,37.609169,13.562,14.271,13.495,13.259,13.118,12.127,11.672,11.585
1718189,K00993.02,Kepler-262 b,13.0607936,137.63148,0.13396,0.2676,0.3928,2,5830,146,-161,4.54,0.044,-0.187,-0.14,0.3,-0.3,0.876,0.234,-0.078,0.97,0.099,-0.122,290.72867,37.252651,14.246,14.719,14.184,14.043,13.973,13.118,12.759,12.732
1718189,K00993.01,Kepler-262 c,21.85362905,144.32031,0.14329,0.2676,0.3928,1,5830,146,-161,4.54,0.044,-0.187,-0.14,0.3,-0.3,0.876,0.234,-0.078,0.97,0.099,-0.122,290.72867,37.252651,14.246,14.719,14.184,14.043,13.973,13.118,12.759,12.732
2165002,K00999.01,Kepler-263 b,16.56806842,146.15285,0.17770,0.1646,0.5508,1,4987,80,-80,4.602,0.024,-0.038,-0.18,0.15,-0.15,0.716,0.04,-0.032,0.749,0.043,-0.043,292.46976,37.567791,15.391,16.089,15.346,15.092,14.969,13.994,13.531,13.548
2165002,K00999.02,Kepler-263 c,47.3329299,151.41614,0.11283,0.1646,0.5508,2,4987,80,-80,4.602,0.024,-0.038,-0.18,0.15,-0.15,0.716,0.04,-0.032,0.749,0.043,-0.043,292.46976,37.567791,15.391,16.089,15.346,15.092,14.969,13.994,13.531,13.548
1871056,K01001.01,Kepler-264 b,40.8065333,155.71586,0.54729,0.3061,0.3279,1,6207,112,-125,3.963,0.195,-0.105,0.24,0.15,-0.15,2.097,0.35,-0.569,1.472,0.126,-0.198,292.04462,37.37624,13.038,13.473,12.995,12.851,12.76,11.918,11.692,11.591
1871056,K01001.02,Kepler-264 c,140.10765,216.21749,0.77096,0.3061,0.3279,2,6207,112,-125,3.963,0.195,-0.105,0.24,0.15,-0.15,2.097,0.35,-0.569,1.472,0.126,-0.198,292.04462,37.37624,13.038,13.473,12.995,12.851,12.76,11.918,11.692,11.591
5956342,K01052.02,Kepler-265 b,6.84619236,132.17265,0.14704,0.2787,0.3728,2,5839,105,-105,4.327,0.156,-0.104,-0.28,0.15,-0.15,1.067,0.156,-0.172,0.881,0.07,-0.051,290.51047,41.24482,15.381,15.803,15.348,15.201,15.149,14.252,13.935,13.897
5956342,K01052.01,Kepler-265 c,17.02902786,143.33395,0.19354,0.2787,0.3728,1,5839,105,-105,4.327,0.156,-0.104,-0.28,0.15,-0.15,1.067,0.156,-0.172,0.881,0.07,-0.051,290.51047,41.24482,15.381,15.803,15.348,15.201,15.149,14.252,13.935,13.897
5956342,K01052.04,Kepler-265 d,43.1312147,166.26105,0.13325,0.2787,0.3728,4,5839,105,-105,4.327,0.156,-0.104,-0.28,0.15,-0.15,1.067,0.156,-0.172,0.881,0.07,-0.051,290.51047,41.24482,15.381,15.803,15.348,15.201,15.149,14.252,13.935,13.897
5956342,K01052.03,Kepler-265 e,67.8321638,125.881,0.30658,0.2787,0.3728,3,5839,105,-105,4.327,0.156,-0.104,-0.28,0.15,-0.15,1.067,0.156,-0.172,0.881,0.07,-0.051,290.51047,41.24482,15.381,15.803,15.348,15.201,15.149,14.252,13.935,13.897
8240904,K01070.01,Kepler-266 b,6.61836309,360.36694,0.15339,0.2286,0.4641,1,5529,83,-66,4.19,0.186,-0.108,0.16,0.15,-0.1,1.294,0.214,-0.285,0.947,0.067,-0.044,294.48438,44.166908,15.59,16.153,15.533,15.348,15.269,14.3,13.907,13.811
8240904,K01070.02,Kepler-266 c,107.7214092,354.19522,0.33508,0.2286,0.4641,2,5529,83,-66,4.19,0.186,-0.108,0.16,0.15,-0.1,1.294,0.214,-0.285,0.947,0.067,-0.044,294.48438,44.166908,15.59,16.153,15.533,15.348,15.269,14.3,13.907,13.811
10166274,K01078.01,Kepler-267 b,3.353732008,134.869597,0.06083,0.4418,0.2405,1,3789,75,-82,4.781,0.063,-0.031,-0.34,0.15,-0.15,0.46,0.035,-0.053,0.467,0.038,-0.046,299.83041,47.157459,15.438,16.821,15.494,14.846,14.485,13.334,12.675,12.485
10166274,K01078.02,Kepler-267 c,6.877446033,132.08426,0.05705,0.4418,0.2405,2,3789,75,-82,4.781,0.063,-0.031,-0.34,0.15,-0.15,0.46,0.035,-0.053,0.467,0.038,-0.046,299.83041,47.157459,15.438,16.821,15.494,14.846,14.485,13.334,12.675,12.485
10166274,K01078.03,Kepler-267 d,28.46464804,158.03986,0.11107,0.4418,0.2405,3,3789,75,-82,4.781,0.063,-0.031,-0.34,0.15,-0.15,0.46,0.035,-0.053,0.467,0.038,-0.046,299.83041,47.157459,15.438,16.821,15.494,14.846,14.485,13.334,12.675,12.485
2854914,K01113.01,Kepler-268 b,25.93406406,149.76273,0.19226,0.2844,0.3661,1,5952,119,-119,4.287,0.12,-0.12,0.06,0.15,-0.15,1.225,0.207,-0.17,1.059,0.093,-0.07,291.97617,38.05508,13.703,14.082,13.654,13.54,13.532,12.675,12.411,12.382
2854914,K01113.02,Kepler-268 c,83.4463485,158.68061,0.27233,0.2844,0.3661,2,5952,119,-119,4.287,0.12,-0.12,0.06,0.15,-0.15,1.225,0.207,-0.17,1.059,0.093,-0.07,291.97617,38.05508,13.703,14.082,13.654,13.54,13.532,12.675,12.411,12.382
6359320,K01127.01,Kepler-269 b,5.32667299,357.12617,0.14185,0.2622,0.4035,1,5831,184,-205,4.517,0.038,-0.212,0,0.25,-0.3,0.921,0.301,-0.094,1.016,0.115,-0.127,290.21518,41.77597,15.808,16.324,15.706,15.587,15.481,14.438,14.14,13.961
6359320,K01127.02,Kepler-269 c,8.1280933,358.68367,0.15529,0.2622,0.4035,2,5831,184,-205,4.517,0.038,-0.212,0,0.25,-0.3,0.921,0.301,-0.094,1.016,0.115,-0.127,290.21518,41.77597,15.808,16.324,15.706,15.587,15.481,14.438,14.14,13.961
5792202,K00841.01,Kepler-27 b,15.33528675,174.00278,0.16238,0.186,0.5256,2,5251,105,-105,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
5792202,K00841.02,Kepler-27 c,31.33046135,153.43031,0.21567,0.186,0.5256,1,5251,105,-105,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
8410727,K01148.01,Kepler-270 b,11.47609015,135.39622,0.21025,0.2891,0.3589,1,6071,121,-133,4.202,0.149,-0.122,0.1,0.15,-0.15,1.41,0.252,-0.252,1.156,0.104,-0.093,282.2001,44.422298,13.908,14.232,13.841,13.769,13.66,12.938,12.614,12.627
8410727,K01148.02,Kepler-270 c,25.2630467,134.18397,0.25917,0.2891,0.3589,2,6071,121,-133,4.202,0.149,-0.122,0.1,0.15,-0.15,1.41,0.252,-0.252,1.156,0.104,-0.093,282.2001,44.422298,13.908,14.232,13.841,13.769,13.66,12.938,12.614,12.627
8280511,K01151.01,Kepler-271 b,10.43547031,134.82462,0.14236,0.2434,0.4341,1,5528,110,-110,4.499,0.063,-0.077,-0.2,0.15,-0.15,0.853,0.089,-0.067,0.838,0.056,-0.046,283.00296,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745
8280511,K01151.02,Kepler-271 c,7.41084314,135.75425,0.13521,0.2434,0.4341,2,5528,110,-110,4.499,0.063,-0.077,-0.2,0.15,-0.15,0.853,0.089,-0.067,0.838,0.056,-0.046,283.00296,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745
8280511,K01151.03,Kepler-271 d,5.24970432,135.46911,0.11442,0.2434,0.4341,3,5528,110,-110,4.499,0.063,-0.077,-0.2,0.15,-0.15,0.853,0.089,-0.067,0.838,0.056,-0.046,283.00296,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745
10426656,K01161.03,Kepler-272 b,2.97136658,134.38662,0.11317,0.186,0.5256,3,5334,79,-79,4.372,0.132,-0.077,0.16,0.15,-0.15,1.004,0.111,-0.135,0.865,0.064,-0.032,299.12753,47.59383,14.678,15.348,14.622,14.391,14.248,13.159,12.833,12.708
10426656,K01161.01,Kepler-272 c,6.05729966,135.92756,0.15591,0.186,0.5256,1,5334,79,-79,4.372,0.132,-0.077,0.16,0.15,-0.15,1.004,0.111,-0.135,0.865,0.064,-0.032,299.12753,47.59383,14.678,15.348,14.622,14.391,14.248,13.159,12.833,12.708
10426656,K01161.02,Kepler-272 d,10.93725572,136.98549,0.12843,0.186,0.5256,2,5334,79,-79,4.372,0.132,-0.077,0.16,0.15,-0.15,1.004,0.111,-0.135,0.865,0.064,-0.032,299.12753,47.59383,14.678,15.348,14.622,14.391,14.248,13.159,12.833,12.708
10468940,K01163.01,Kepler-273 b,2.936527336,135.71829,0.07379,0.1914,0.5167,1,5359,80,-72,4.375,0.132,-0.077,0.14,0.15,-0.15,1.002,0.111,-0.136,0.867,0.068,-0.032,291.30222,47.697762,14.968,15.512,14.921,14.735,14.607,13.682,13.35,13.217
10468940,K01163.02,Kepler-273 c,8.01500821,134.8277,0.12557,0.1914,0.5167,2,5359,80,-72,4.375,0.132,-0.077,0.14,0.15,-0.15,1.002,0.111,-0.136,0.867,0.068,-0.032,291.30222,47.697762,14.968,15.512,14.921,14.735,14.607,13.682,13.35,13.217
3348082,K01196.02,Kepler-274 b,11.63486009,140.50071,0.22775,0.2286,0.4641,2,5570,83,-72,4.066,0.21,-0.09,0.16,0.15,-0.1,1.548,0.241,-0.391,1.019,0.084,-0.084,292.92276,38.47728,15.035,15.534,14.977,14.822,14.699,13.773,13.458,13.456
3348082,K01196.03,Kepler-274 c,33.1981761,142.09873,0.19621,0.2286,0.4641,3,5570,83,-72,4.066,0.21,-0.09,0.16,0.15,-0.1,1.548,0.241,-0.391,1.019,0.084,-0.084,292.92276,38.47728,15.035,15.534,14.977,14.822,14.699,13.773,13.458,13.456
3447722,K01198.02,Kepler-275 b,10.30067919,142.74251,0.20354,0.303,0.3166,3,6157,123,-123,4.224,0.149,-0.108,-0.08,0.15,-0.15,1.33,0.225,-0.225,1.08,0.109,-0.081,292.47971,38.514919,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957
3447722,K01198.01,Kepler-275 c,16.08832318,139.49184,0.23879,0.303,0.3166,1,6157,123,-123,4.224,0.149,-0.108,-0.08,0.15,-0.15,1.33,0.225,-0.225,1.08,0.109,-0.081,292.47971,38.514919,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957
3447722,K01198.03,Kepler-275 d,35.6757453,145.00717,0.30754,0.303,0.3166,2,6157,123,-123,4.224,0.149,-0.108,-0.08,0.15,-0.15,1.33,0.225,-0.225,1.08,0.109,-0.081,292.47971,38.514919,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957
3962243,K01203.02,Kepler-276 b,14.12847677,142.8971,0.15354,0.2602,0.4096,2,5779,78,-86,4.477,0.032,-0.128,0.14,0.15,-0.15,0.974,0.158,-0.053,1.037,0.056,-0.068,293.56815,39.03632,15.368,15.857,15.297,15.159,15.047,14.234,13.867,13.838
3962243,K01203.01,Kepler-276 c,31.8841473,160.20696,0.25508,0.2602,0.4096,1,5779,78,-86,4.477,0.032,-0.128,0.14,0.15,-0.15,0.974,0.158,-0.053,1.037,0.056,-0.068,293.56815,39.03632,15.368,15.857,15.297,15.159,15.047,14.234,13.867,13.838
3962243,K01203.03,Kepler-276 d,48.6478543,172.1271,0.22767,0.2602,0.4096,3,5779,78,-86,4.477,0.032,-0.128,0.14,0.15,-0.15,0.974,0.158,-0.053,1.037,0.056,-0.068,293.56815,39.03632,15.368,15.857,15.297,15.159,15.047,14.234,13.867,13.838
3939150,K01215.01,Kepler-277 b,17.32419108,142.09977,0.33521,0.2904,0.3534,1,5968,120,-108,3.972,0.21,-0.084,0.04,0.15,-0.15,1.857,0.264,-0.452,1.179,0.144,-0.13,286.58316,39.077202,13.42,13.871,13.364,13.226,13.152,12.288,12.003,11.966
