kepid,kepoi_name,kepler_name,koi_period,koi_time0bk,duration(days),koi_ldm_coeff2,koi_ldm_coeff1,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,FeH,FeH_err1,FeH_err2,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
5552808,K06598.01,,10.95210361,132.6922455,0.06250,,,4,,,,,,,,,,,,,,,,296.82327,40.757229,11.969,12.122,11.917,11.948,11.931,11.189,11.046,11.015
5564082,K06600.01,,2.70581614,132.53726,0.27333,0.2949,0.3347,1,5992,148,-152,4.42,0.098,-0.098,-0.44,0.3,-0.26,0.961,0.348,-0.123,0.884,0.125,-0.078,299.11465,40.748619,10.715,11.081,10.66,10.559,10.527,9.685,9.397,9.368
5597361,K06601.01,,17.9925973,135.4545,0.11508,0.2889,0.3511,1,5931,160,-178,4.351,0.148,-0.181,-0.14,0.3,-0.3,1.087,0.303,-0.202,0.967,0.134,-0.11,283.13373,40.852421,14.604,15.096,14.571,14.392,14.362,13.462,13.117,13.057
5617510,K06605.01,,74.371666,187.379,0.52458,0.2959,0.2802,4,6865,244,-293,3.742,0.474,-0.474,-2.02,0.28,-0.26,2.211,1.034,-1.047,0.983,0.226,-0.183,291.04001,40.84993,11.319,11.489,11.262,11.158,11.107,10.34,10.097,10.05
5633259,K06610.01,,315.0771719,286.7429498,0.42958,,,1,,,,,,,,,,,,,,,,295.55298,40.877991,15.341,15.939,15.304,15.084,14.965,13.939,13.477,13.48
5702770,K06617.01,,8.0018897,135.4193,0.14271,0.2676,0.3928,1,5830,157,-175,4.54,0.046,-0.195,-0.14,0.3,-0.3,0.876,0.246,-0.082,0.97,0.104,-0.116,290.91504,40.988499,15.032,15.534,14.966,14.817,14.718,13.819,13.475,13.413
5706592,K06618.01,,8.6040858,138.163,0.12542,0.3028,0.3147,1,6250,164,-196,4.472,0.048,-0.048,-0.26,0.22,-0.3,0.986,0.312,-0.092,1.052,0.145,-0.122,292.17029,40.907162,15.173,15.567,15.125,15.004,14.949,14.121,13.821,13.723
5860347,K06631.01,,2.56271232,131.69665,0.09013,0.1914,0.5167,1,5190,85,-77,4.446,0.088,-0.064,0.12,0.2,-0.1,0.899,0.08,-0.08,0.823,0.059,-0.03,285.95218,41.14439,13.273,13.859,13.202,13.022,12.912,11.994,11.548,11.475
5951140,K06635.01,,0.52740121,131.6718,0.20029,0.3234,0.4075,1,3582,52,-52,4.847,0.06,-0.06,-0.1,0.1,-0.1,0.41,0.05,-0.05,0.431,0.05,-0.05,288.88849,41.246738,14.353,15.951,14.564,13.668,13.179,11.903,11.239,11.043
5966732,K06641.01,,1.400903699,131.84562,0.03679,0.3029,0.3026,1,6375,177,-244,4.474,0.065,-0.195,-0.42,0.3,-0.3,0.975,0.289,-0.096,1.033,0.128,-0.142,293.7937,41.204491,15.514,15.922,15.481,15.34,15.264,14.412,14.125,14.09
6019971,K06646.01,,7.1356633,135.09646,0.07454,0.1496,0.5746,1,4926,148,-148,4.522,0.084,-0.045,0.07,0.25,-0.3,0.793,0.059,-0.078,0.763,0.077,-0.056,282.58801,41.347092,15.125,15.949,15.07,14.772,14.648,13.534,13.125,12.97
6045093,K06653.01,,28.2682167,135.5505,0.05646,0.2314,0.4553,1,5496,168,-152,4.564,0.024,-0.024,0.04,0.24,-0.26,0.838,0.327,-0.059,0.939,0.075,-0.086,292.64594,41.353039,14.927,15.534,14.845,14.667,14.57,13.576,13.155,13.145
6057750,K06657.01,,1.6037058,131.9529,0.37779,0.3277,0.3053,1,6400,76,-76,3.877,0.165,-0.135,0.56,0.05,-0.15,2.512,0.599,-0.544,1.732,0.172,-0.19,296.104,41.36927,13.7,13.952,13.631,13.592,13.564,12.809,12.645,12.557
6111011,K06664.01,,14.7639145,133.532,0.13083,0.2665,0.398,1,5541,166,-149,4.613,0.04,-0.112,-0.46,0.3,-0.3,0.733,0.138,-0.059,0.82,0.079,-0.095,287.46738,41.47163,15.559,16.122,15.519,15.318,15.229,14.282,13.883,13.816
6128245,K06666.01,,1.118510435,131.60882,0.04629,0.2965,0.3342,1,5918,160,-178,4.544,0.036,-0.204,-0.26,0.3,-0.3,0.865,0.245,-0.082,0.956,0.107,-0.119,293.2793,41.403679,14.796,15.282,14.755,14.588,14.524,13.627,13.277,13.279
6187508,K06672.01,,2.28494301,132.92343,0.04208,0.2434,0.4341,1,5396,159,-159,4.571,0.04,-0.112,-0.16,0.3,-0.3,0.789,0.143,-0.071,0.845,0.087,-0.087,285.33963,41.539749,15.181,15.801,15.124,14.915,14.779,13.897,13.426,13.302
6209225,K06676.01,,439.21978,523.3139,0.39133,0.3062,0.2855,1,6553,161,-206,4.479,0.048,-0.048,-0.64,0.24,-0.32,0.962,0.331,-0.088,1.017,0.098,-0.123,293.16168,41.538158,13.993,14.287,13.964,13.868,13.85,13.067,12.811,12.779
6265961,K06680.01,,5.52507406,135.15435,0.10688,0.2291,0.4603,1,5600,75,-75,4.378,0.11,-0.11,0.1,0.15,-0.15,1.037,0.152,-0.114,0.936,0.065,-0.048,284.12134,41.633072,13.692,14.17,13.617,13.487,13.419,12.529,12.229,12.127
6307000,K06687.01,,1.002591901,131.65849,0.05196,0.1611,0.5575,1,4893,161,-161,4.574,0.05,-0.045,-0.06,0.3,-0.3,0.739,0.062,-0.069,0.746,0.075,-0.061,297.61307,41.672829,15.79,16.653,15.721,15.42,15.311,14.158,13.632,13.498
6345758,K06689.01,,3.37116682,132.0176,0.19617,0.2602,0.4096,1,5653,154,-154,4.288,0.204,-0.185,0.1,0.25,-0.3,1.163,0.307,-0.251,0.958,0.12,-0.09,284.57642,41.705971,15.03,15.613,14.963,14.78,14.672,13.741,13.379,13.239
6368222,K06697.01,,82.97062172,171.428214,0.34250,,,3,,,,,,,,,,,,,,,,293.16202,41.735229,13.678,13.847,13.622,13.597,13.576,12.858,12.668,12.623
6372268,K06698.01,,5.22422449,133.01192,0.19000,,,1,,,,,,,,,,,,,,,,294.35617,41.777206,11.446,12.417,11.571,,,9.604,8.986,8.868
6423922,K06705.01,,0.9951412,131.5268,0.23283,0.4822,0.2103,1,3325,117,-25,5.364,0.012,-0.228,-0.94,0.35,-0.2,0.109,0.073,-0.002,0.101,0.064,-0.002,284.2399,41.819042,15.673,16.728,15.649,15.22,,12.239,11.648,11.383
6436505,K06707.01,,43.535891,155.20055,0.19633,0.2434,0.4341,1,5481,166,-149,4.592,0.032,-0.12,-0.22,0.3,-0.3,0.778,0.141,-0.065,0.871,0.075,-0.1,289.70703,41.84354,15.857,16.451,15.81,15.602,15.515,14.542,14.064,14.056
6551106,K06731.01,,3.84615171,133.3817,0.09333,0.2916,0.3447,1,6106,190,-211,4.487,0.05,-0.2,-0.16,0.3,-0.3,0.966,0.291,-0.097,1.043,0.14,-0.14,299.07507,41.94223,15.256,15.736,15.214,15.05,14.982,14.057,13.785,13.746
6584278,K06733.01,,1.28940823,132.0764,0.15217,0.268,0.4033,1,5826,78,-87,3.465,0.252,-0.108,0.18,0.15,-0.15,4.189,0.75,-1.393,1.865,0.132,-0.395,283.77316,42.070862,13.897,14.224,13.855,13.757,13.736,12.874,12.592,12.562
6590726,K06734.01,,498.27269,146.1528,0.37167,0.2374,0.4481,2,5618,180,-183,4.514,0.034,-0.034,0.26,0.14,-0.26,0.932,0.369,-0.073,1.033,0.151,-0.114,286.60938,42.063229,15.477,16.075,15.374,15.22,15.128,14.133,13.769,13.591
6603765,K06739.01,,19.164111,139.8244,0.11554,0.1908,0.5172,1,5103,153,-138,4.65,0.033,-0.077,-0.4,0.35,-0.3,0.674,0.088,-0.052,0.747,0.073,-0.073,291.09485,42.002918,15.455,16.128,15.4,15.166,15.03,14.007,13.557,13.473
6614748,K06745.01,,383.85362,426.5941,0.40667,0.322,0.2817,1,6675,150,-279,4.341,0.076,-0.076,0.07,0.17,-0.51,1.293,0.572,-0.211,1.336,0.202,-0.294,294.28693,42.032791,15.232,15.561,15.186,15.091,15.051,14.272,13.983,13.954
6628926,K06746.01,,2.564012541,134.2733914,0.03930,0.3036,0.3098,1,6274,198,-242,4.139,0.286,-0.154,-0.36,0.3,-0.3,1.428,0.407,-0.407,1.024,0.169,-0.138,297.62299,42.09882,14.121,14.553,14.083,13.936,13.822,12.957,12.689,12.585
6664842,K06750.01,,5.21395046,135.7252,0.13283,0.2329,0.4554,1,5529,82,-71,4.123,0.217,-0.108,0.14,0.15,-0.1,1.412,0.223,-0.307,0.965,0.075,-0.05,281.5202,42.169472,14.43,14.883,14.378,14.235,14.223,13.339,12.943,12.898
6665064,K06751.01,,24.996068,144.9693,0.23429,0.2602,0.4096,2,5761,78,-78,4.492,0.022,-0.12,0.14,0.15,-0.15,0.956,0.143,-0.048,1.035,0.05,-0.068,281.64999,42.132061,15.183,15.611,15.107,14.999,14.873,13.933,13.58,13.441
6670610,K06752.01,,8.9429645,137.26373,0.07513,0.1171,0.6215,1,4183,125,-138,4.655,0.056,-0.024,-0.26,0.3,-0.3,0.594,0.043,-0.064,0.582,0.064,-0.058,284.27499,42.123779,15.537,16.813,15.512,14.99,14.719,13.523,12.863,12.75
6670742,K06753.01,,72.28198,156.753,0.10325,0.3029,0.2749,3,7694,221,-315,3.631,0.274,-0.274,-0.08,0.28,-0.34,3.627,0.547,-1.265,2.054,0.253,-0.422,284.33261,42.12709,9.277,9.32,9.263,9.372,9.402,8.713,8.675,8.588
6697976,K06759.01,,371.7096571,163.4814151,0.19375,,,1,,,,,,,,,,,,,,,,293.6633,42.113079,14.936,15.55,14.883,14.673,14.592,13.622,13.271,13.149
6715997,K06762.01,,15.08186,141.7289,0.16683,0.2768,0.3749,1,5794,163,-156,4.377,0.126,-0.126,-0.22,0.29,-0.26,1.012,0.365,-0.151,0.89,0.131,-0.073,297.83545,42.11039,14.45,14.983,14.396,14.222,14.084,13.168,12.846,12.75
6763884,K06763.01,,2.44693823,133.00092,0.03975,0.2602,0.4096,1,5821,69,-87,4.419,0.063,-0.117,0.1,0.15,-0.15,1.033,0.154,-0.083,1.022,0.069,-0.063,287.23486,42.263309,12.16,12.576,12.109,11.982,11.944,11.034,10.69,10.676
6768616,K06765.01,,13.05609,140.7128,0.14575,0.2965,0.3342,1,6078,181,-200,4.434,0.084,-0.21,-0.26,0.3,-0.3,0.994,0.296,-0.127,0.978,0.142,-0.116,289.04434,42.280022,15.154,15.626,15.118,14.952,14.895,13.967,13.625,13.504
6842345,K06774.01,,17.3816224,142.4067834,0.11394,0.2965,0.3342,1,6116,183,-201,4.407,0.09,-0.195,-0.3,0.3,-0.3,1.02,0.296,-0.159,0.969,0.141,-0.115,284.13208,42.350441,15.567,16.012,15.515,15.376,15.269,14.372,13.997,13.954
6853172,K06776.01,,28.655498,157.1618,0.35750,0.3024,0.3288,1,6268,174,-239,4.429,0.052,-0.208,0.07,0.25,-0.3,1.1,0.335,-0.134,1.188,0.141,-0.157,288.73029,42.334011,15.426,15.85,15.353,15.244,15.168,14.337,14.068,14.046
6859546,K06777.01,,13.4450174,137.24788,0.08825,0.1611,0.5575,1,5003,151,-151,4.553,0.061,-0.05,-0.1,0.3,-0.3,0.759,0.072,-0.072,0.75,0.085,-0.057,290.72195,42.391571,15.256,16.033,15.196,14.924,14.796,13.74,13.168,13.102
6864706,K06781.01,,14.5909249,142.72,0.06629,0.2285,0.463,1,5214,163,-139,4.527,0.076,-0.076,-0.34,0.38,-0.26,0.766,0.356,-0.082,0.72,0.152,-0.05,292.30566,42.302479,14.953,15.634,14.899,14.662,14.516,13.449,12.97,12.906
6867219,K06783.01,,11.8496351,140.3663,0.13829,0.2916,0.3447,1,6032,180,-198,4.508,0.05,-0.2,-0.18,0.3,-0.3,0.929,0.278,-0.093,1.014,0.131,-0.131,293.02472,42.325089,15.472,15.959,15.429,15.264,15.182,14.339,13.962,13.934
6878408,K06786.01,,455.62395,581.8806,0.54458,0.2889,0.3511,1,5883,165,-206,4.53,0.048,-0.204,-0.14,0.3,-0.3,0.892,0.26,-0.087,0.985,0.12,-0.132,295.93283,42.39669,15.975,16.542,15.935,15.732,15.632,14.667,14.368,14.142
6947623,K06793.01,,3.62657392,133.57658,0.07463,0.2396,0.4415,1,5416,161,-161,4.579,0.034,-0.136,-0.08,0.3,-0.3,0.8,0.159,-0.068,0.89,0.081,-0.099,291.49585,42.47813,14.835,15.434,14.738,14.578,14.391,13.443,13.025,12.919
6956176,K06798.01,,2.64185268,131.9331,0.07333,0.2714,0.3913,1,5195,144,-104,3.409,0.31,-0.31,-0.8,0.3,-0.25,2.935,1.75,-1.167,0.805,0.295,-0.136,294.07739,42.402241,13.533,14.266,13.52,13.219,13.047,11.968,11.451,11.369
7103300,K06819.01,,3.226232203,134.41924,0.01676,0.3123,0.2862,1,6534,147,-195,4.203,0.163,-0.163,-0.22,0.22,-0.3,1.437,0.763,-0.32,1.205,0.277,-0.192,286.84534,42.67696,11.429,11.678,11.365,11.322,11.32,10.467,10.253,10.206
7135549,K06835.01,,22.50053441,150.2171942,0.31000,,,1,,,,,,,,,,,,,,,,296.6192,42.674931,13.903,14.311,13.861,13.728,13.659,12.835,12.552,12.469
7217088,K06849.01,,12.54474243,139.58304,0.05167,0.2602,0.4096,1,5767,78,-78,4.316,0.126,-0.115,0.14,0.15,-0.15,1.159,0.189,-0.155,1.015,0.08,-0.058,296.39548,42.78014,15.082,15.673,15.046,14.829,14.68,13.673,13.329,13.277
7335514,K06860.01,,0.576732089,132.07378,0.07733,0.0656,0.6854,1,4524,81,-72,4.576,0.042,-0.012,0.12,0.15,-0.15,0.717,0.023,-0.038,0.707,0.043,-0.025,280.77686,42.924541,13.291,14.416,13.25,12.809,12.591,11.397,10.813,10.687
7345335,K06862.01,,11.0495766,138.535,0.08875,0.2715,0.3912,1,5533,177,-144,4.505,0.071,-0.071,-0.38,0.36,-0.26,0.819,0.357,-0.086,0.782,0.133,-0.059,285.50293,42.911789,14.804,15.379,14.775,14.557,14.477,13.564,13.156,13.078
7381580,K06872.01,,13.5164708,144.0259,0.10950,0.2588,0.4139,1,5442,175,-145,4.6,0.03,-0.03,-0.34,0.38,-0.28,0.747,0.23,-0.054,0.811,0.106,-0.081,296.91513,42.905079,15.087,15.69,15.041,14.828,14.716,13.735,13.342,13.317
7447895,K06878.01,,2.405625303,133.14221,0.02618,0.2291,0.4603,1,5450,146,-163,4.573,0.027,-0.153,0.07,0.25,-0.3,0.83,0.174,-0.062,0.939,0.066,-0.1,292.72079,43.076809,14.709,15.312,14.643,14.45,14.359,13.412,13.036,12.921
7461521,K06882.01,,0.7735301,132.1961,0.05563,0.303,0.3166,1,6296,177,-243,4.217,0.185,-0.185,-0.14,0.25,-0.3,1.35,0.427,-0.32,1.093,0.181,-0.148,296.28384,43.033981,14.752,15.207,14.72,14.557,14.477,13.603,13.32,13.189
7537660,K06884.01,,2.42186898,132.7886605,0.25917,,,1,,,,,,,,,,,,,,,,294.6015,43.159935,13.583,14.309,13.54,13.27,,12.281,12.032,11.952
7592529,K06889.01,,75.906736,185.6963,0.48500,0.2999,0.3169,1,6140,151,-170,4.248,0.189,-0.189,-0.4,0.3,-0.3,1.206,0.444,-0.236,0.941,0.144,-0.101,286.14291,43.236351,11.649,12,11.6,11.498,11.472,10.58,10.303,10.297
7592922,K06890.01,,2.15888911,131.97752,0.07463,0.2175,0.4767,1,5269,142,-142,4.627,0.036,-0.084,-0.34,0.35,-0.3,0.713,0.103,-0.06,0.79,0.07,-0.085,286.33069,43.267929,15.377,15.994,15.314,15.112,14.996,14.007,13.543,13.456
7602351,K06892.01,,17.5806026,148.6715,0.17375,0.2638,0.4046,1,5839,79,-79,4.199,0.169,-0.104,0.14,0.15,-0.15,1.358,0.209,-0.256,1.063,0.093,-0.07,290.12088,43.24361,14.989,15.415,14.946,14.806,14.752,13.858,13.543,13.467
7687365,K06904.01,,26.1556767,154.35223,0.06425,0.199,0.5024,1,5204,171,-139,4.573,0.037,-0.037,-0.18,0.36,-0.28,0.76,0.164,-0.063,0.787,0.113,-0.073,293.41785,43.34285,15.425,16.125,15.365,15.125,14.97,13.96,13.479,13.292
7700500,K06907.01,,4.60687717,133.8738,0.09563,0.1908,0.5172,1,5110,194,-176,4.582,0.061,-0.055,-0.4,0.3,-0.3,0.711,0.079,-0.071,0.704,0.093,-0.05,297.24039,43.397678,15.93,16.702,15.888,15.599,15.424,14.441,13.885,13.753
7755741,K06913.02,,1.75173647,132.2995,0.21342,0.2501,0.1504,3,10894,261,-461,3.667,0.303,-0.303,0.07,0.14,-0.57,4.378,0.605,-1.539,3.249,0.222,-0.672,292.78702,43.416039,13.752,13.402,13.869,14.199,14.494,14.222,14.255,14.468
7811211,K06918.01,,0.902403563,131.827273,0.07137,0.31,0.3138,1,5776,161,-148,4.599,0.029,-0.029,-0.58,0.32,-0.28,0.755,0.318,-0.05,0.826,0.093,-0.076,287.57062,43.531738,14.596,15.079,14.554,14.389,14.306,13.423,13.048,13.002
7812893,K06919.01,,8.7998722,136.37744,0.04804,0.0563,0.7032,1,4298,129,-142,4.603,0.053,-0.018,0.12,0.25,-0.3,0.675,0.028,-0.057,0.668,0.052,-0.052,288.37213,43.591221,15.86,17.09,15.871,15.333,15.003,13.845,13.161,13.017
7816935,K06921.01,,6.87778029,133.04176,0.13329,0.302,0.319,1,6274,174,-218,4.434,0.056,-0.224,-0.1,0.25,-0.3,1.062,0.361,-0.12,1.115,0.156,-0.156,290.00784,43.502129,15.099,15.522,15.058,14.917,14.887,13.966,13.7,13.646
7868967,K06925.01,,12.9489256,142.445,0.09008,0.2683,0.4601,1,3867,80,-135,4.734,0.07,-0.07,-0.1,0.1,-0.2,0.525,0.05,-0.07,0.545,0.05,-0.07,281.35678,43.658352,15.663,17.022,15.739,15.08,14.7,13.574,12.918,12.718
7902204,K06931.01,,2.54031121,133.77849,0.07625,0.2602,0.4096,1,5778,162,-182,4.531,0.036,-0.204,0.07,0.25,-0.3,0.911,0.257,-0.069,1.028,0.102,-0.125,295.50229,43.609871,15.921,16.498,15.861,15.674,15.567,14.64,14.318,14.145
7939761,K06934.01,,22.2548897,142.2563,0.56058,0.2074,0.4926,1,5349,185,-148,3.76,0.727,-0.242,-0.12,0.35,-0.25,2.388,0.819,-1.521,1.197,0.177,-0.353,282.67258,43.788311,14.156,14.809,14.084,13.877,13.707,12.633,12.2,12.12
8007675,K06949.01,,2.352446342,131.9380482,0.07001,0.3183,0.2705,1,6749,169,-203,3.941,0.247,-0.114,-0.34,0.3,-0.25,2.003,0.458,-0.56,1.28,0.224,-0.204,282.15485,43.867352,12.047,12.234,11.984,11.944,11.977,11.192,11.023,10.99
8016692,K06954.01,,6.613671,136.4964,0.17546,0.291,0.3469,1,6056,183,-164,4.071,0.234,-0.126,-0.08,0.3,-0.3,1.597,0.348,-0.425,1.094,0.189,-0.137,286.9454,43.899139,13.109,13.512,13.049,12.936,12.903,12.032,11.766,11.704
8042644,K06957.01,,1.48062814,131.51535,0.12075,0.3058,0.3071,1,6187,175,-219,4.499,0.054,-0.216,-0.32,0.3,-0.3,0.937,0.305,-0.102,1.011,0.134,-0.134,296.35956,43.86676,15.189,15.644,15.15,14.994,14.892,14.024,13.718,13.662
8091197,K06960.01,,4.88698386,132.8804,0.04696,0.302,0.319,1,6152,193,-257,4.464,0.058,-0.232,-0.1,0.25,-0.3,1.009,0.341,-0.114,1.079,0.151,-0.151,289.60522,43.952831,13.873,14.286,13.823,13.696,13.655,12.808,12.521,12.497
8098960,K06966.01,,8.47484677,138.47733,0.08613,0.2521,0.421,1,5564,150,-150,4.587,0.032,-0.128,-0.26,0.3,-0.3,0.785,0.161,-0.064,0.878,0.082,-0.1,292.30338,43.98381,15.381,15.933,15.325,15.144,15.046,14.095,13.742,13.725
8115647,K06970.01,,40.7698541,158.86363,0.12488,0.2826,0.3729,1,5884,70,-79,4.306,0.115,-0.115,0.16,0.15,-0.15,1.21,0.199,-0.163,1.081,0.07,-0.07,297.46857,43.98201,14.908,15.438,14.866,14.681,14.609,13.716,13.344,13.305
8120820,K06971.01,,129.222771,255.1859,0.30300,0.1496,0.5746,1,4934,81,-81,4.515,0.067,-0.022,0.14,0.15,-0.15,0.809,0.031,-0.054,0.781,0.055,-0.025,298.70001,43.97649,14.784,15.607,14.731,14.431,14.265,13.16,12.655,12.572
8145958,K06978.01,,3.07551068,134.46857,0.07013,0.2602,0.4096,1,5763,78,-78,4.256,0.143,-0.117,0.12,0.15,-0.15,1.242,0.2,-0.2,1.014,0.081,-0.065,282.84103,44.049728,13.359,13.817,13.307,13.163,13.113,12.248,11.92,11.885
8155654,K06980.01,,6.29340543,133.8686,0.12600,0.3024,0.3288,1,6214,167,-223,4.442,0.056,-0.224,0.07,0.25,-0.3,1.076,0.384,-0.102,1.169,0.158,-0.158,287.94165,44.008018,15.186,15.623,15.124,14.999,14.941,14.092,13.822,13.687
8167504,K06983.01,,7.7021729,138.4181,0.16613,0.2291,0.4603,1,5618,76,-76,4.449,0.068,-0.11,0.12,0.15,-0.15,0.969,0.13,-0.07,0.962,0.054,-0.054,292.46378,44.090111,14.32,14.793,14.269,14.117,14.037,13.113,12.78,12.759
8180290,K06985.01,,10.9279755,139.9174,0.10358,0.2917,0.3445,1,6045,143,-178,4.494,0.043,-0.043,-0.12,0.2,-0.3,0.955,0.306,-0.087,1.038,0.11,-0.128,296.56937,44.01722,14.347,14.775,14.29,14.164,14.115,13.273,12.932,12.881
8227086,K06993.01,,13.8086331,141.604,0.15054,0.2665,0.398,1,5515,165,-165,4.568,0.056,-0.112,-0.44,0.3,-0.3,0.761,0.137,-0.074,0.782,0.102,-0.063,289.62292,44.104431,15.567,16.158,15.525,15.314,15.185,14.213,13.74,13.794
8227464,K06994.01,,4.25907841,135.5815,0.18804,0.2329,0.4554,1,5560,89,-66,4.173,0.201,-0.108,0.1,0.15,-0.1,1.316,0.2,-0.276,0.942,0.072,-0.05,289.77121,44.139969,12.832,13.312,12.78,12.627,12.55,11.69,11.33,11.288
8248103,K07002.01,,4.83014159,134.64407,0.03988,0.2622,0.4035,1,5693,152,-169,4.467,0.078,-0.182,-0.02,0.25,-0.3,0.939,0.254,-0.109,0.943,0.115,-0.094,296.69574,44.150761,14.991,15.572,14.939,14.743,14.635,13.773,13.366,13.339
8256882,K07003.01,,2.41194057,133.01849,0.07446,0.2329,0.4554,1,5598,83,-75,4.045,0.203,-0.087,0.12,0.15,-0.15,1.594,0.245,-0.398,1.028,0.093,-0.085,298.88669,44.11586,14.106,14.634,14.059,13.879,13.758,12.861,12.5,12.435
8283875,K07007.01,,0.800263219,132.06684,0.03038,0.1496,0.5738,1,4336,118,-144,4.656,0.059,-0.027,-0.46,0.3,-0.3,0.59,0.045,-0.061,0.574,0.063,-0.048,284.77267,44.249371,15.695,16.772,15.588,15.233,14.968,13.799,13.21,13.094
8362974,K07023.01,,2.71772323,133.9451,0.13417,0.1914,0.5167,1,5135,84,-77,4.464,0.09,-0.036,0.12,0.15,-0.15,0.874,0.044,-0.076,0.812,0.061,-0.026,290.85971,44.350922,14.52,15.159,14.466,14.246,14.128,13.092,12.676,12.574
8394475,K07032.01,,3.64049242,134.96786,0.04975,0.2602,0.4096,1,5745,78,-86,4.503,0.03,-0.12,0.1,0.15,-0.15,0.936,0.143,-0.048,1.017,0.05,-0.074,300.42432,44.343601,12.646,13.074,12.591,12.463,12.417,11.554,11.216,11.162
8442795,K07040.01,,502.20642,162.9131,0.39125,0.3048,0.3034,1,6018,182,-164,4.615,0.024,-0.024,-0.98,0.32,-0.28,0.733,0.255,-0.038,0.807,0.069,-0.067,296.05728,44.461079,14.948,15.381,14.924,14.763,14.69,13.831,13.518,13.432
8443812,K07041.01,,8.3613732,139.2515,0.15204,0.2665,0.398,1,5470,180,-163,4.509,0.105,-0.105,-0.58,0.35,-0.3,0.777,0.115,-0.094,0.71,0.103,-0.037,296.38422,44.433418,15.122,15.73,15.095,14.861,14.747,13.779,13.387,13.27
8566113,K07061.01,,1.371587993,131.80506,0.53754,0.3276,0.251,2,7045,194,-278,4.154,0.148,-0.148,-0.3,0.26,-0.36,1.604,0.915,-0.356,1.341,0.29,-0.253,294.20145,44.639839,13.104,13.304,13.038,12.987,12.979,12.208,11.99,11.925
8613446,K07069.01,,1.01485981,131.6159,0.06875,0.302,0.319,1,6158,171,-236,4.453,0.056,-0.224,-0.08,0.25,-0.3,1.024,0.358,-0.119,1.08,0.166,-0.135,286.91599,44.704529,15.572,16.018,15.504,15.382,15.289,14.344,14.06,14.004
8624860,K07072.01,,15.3902613,140.8602,0.14296,0.2841,0.3542,1,5649,67,-109,3.282,0.255,-0.085,-0.58,0.15,-0.2,4.994,0.631,-1.892,1.74,0.122,-0.489,291.79575,44.746181,13.808,14.115,13.757,13.677,13.662,12.842,12.592,12.527
8625408,K07073.01,,279.036565,246.6289,1.33000,0.2844,0.3661,1,6072,81,-90,4.285,0.103,-0.126,0.1,0.15,-0.15,1.273,0.224,-0.163,1.139,0.081,-0.089,292.01733,44.713268,13.054,13.388,13.004,12.911,12.902,12.055,11.786,11.773
8686442,K07074.01,,26.8552365,146.688,0.09104,0.2917,0.3445,1,6045,150,-190,4.494,0.043,-0.043,-0.12,0.22,-0.3,0.955,0.381,-0.087,1.038,0.156,-0.134,290.75494,44.851589,14.958,15.429,14.914,14.756,14.695,13.822,13.452,13.442
8693536,K07076.01,,16.2347636,139.9705,0.17500,0.3119,0.2971,1,6478,160,-208,4.371,0.065,-0.195,-0.04,0.25,-0.3,1.188,0.37,-0.148,1.209,0.169,-0.169,293.53033,44.832771,14.299,14.639,14.247,14.153,14.123,13.307,13.059,13.013
8760760,K07088.01,,2.68814059,132.66869,0.04667,0.2865,0.3556,1,5636,152,-169,4.613,0.032,-0.12,-0.54,0.3,-0.3,0.734,0.137,-0.055,0.821,0.078,-0.087,294.59918,44.927689,15.563,16.096,15.518,15.335,15.226,14.301,13.914,13.761
8807057,K07093.01,,97.991569,134.675,0.19438,0.3103,0.2947,1,6499,144,-208,4.378,0.067,-0.216,-0.1,0.25,-0.3,1.169,0.389,-0.13,1.191,0.185,-0.152,286.55365,45.002338,13.65,13.959,13.591,13.517,13.504,12.639,12.407,12.33
8815279,K07094.01,,13.56092626,142.642578,0.10542,,,1,,,,,,,,,,,,,,,,290.45645,45.003231,15.561,16.088,15.527,15.335,15.263,14.299,13.939,13.79
8845552,K07099.01,,34.0357766,138.9291,0.16038,0.3123,0.3526,1,4367,136,-146,4.739,0.06,-0.06,-1.14,0.3,-0.3,0.501,0.035,-0.046,0.503,0.039,-0.033,300.30533,45.093418,15.534,16.533,15.482,15.107,14.876,13.787,13.176,12.968
8881169,K07106.01,,5.01880305,132.25191,0.07596,0.302,0.319,1,6220,166,-222,4.398,0.072,-0.217,-0.1,0.25,-0.3,1.083,0.366,-0.147,1.064,0.169,-0.127,290.21255,45.134991,14.541,14.958,14.492,14.362,14.307,13.418,13.15,13.137
8953278,K07111.01,,23.59919017,134.2797605,0.08542,,,1,,,,,,,,,,,,,,,,291.92896,45.231838,15.365,15.958,15.346,15.111,14.973,14.008,13.58,13.434
8958811,K07116.01,,2.52557582,133.06586,0.09667,0.2602,0.4096,1,5821,78,-78,4.421,0.054,-0.117,0.12,0.15,-0.15,1.036,0.166,-0.071,1.031,0.069,-0.063,293.96545,45.273571,13.564,14.007,13.525,13.374,13.322,12.414,12.121,12.06
